,Price,address,Local_area,zipcode,beds,baths,sqft,url,latitude,longitude
138,179000,1130 E Morris Ln,Benson,85602,3.0,2.0,1459.0,https://www.zillow.com/homedetails/1130-E-Morris-Ln-Benson-AZ-85602/7410009_zpid/,31.9883,-110.2941
139,499900,521 Monarch Cir,Lakeside,85929,3.0,2.0,1804.0,https://www.zillow.com/homedetails/521-Monarch-Cir-Lakeside-AZ-85929/71335056_zpid/,34.1662,-109.9869
140,360000,7474 W Parnell Dr,Kirkland,86332,3.0,2.0,2175.0,https://www.zillow.com/homedetails/7474-W-Parnell-Dr-Kirkland-AZ-86332/63540526_zpid/,34.4541,-112.8966
141,256399,14814 S Tampico Rd,Arizona City,85123,4.0,2.0,1485.0,https://www.zillow.com/homedetails/14814-S-Tampico-Rd-Arizona-City-AZ-85123/111043707_zpid/,32.7559,-111.671
142,415000,13623 E Aviara Pl,Vail,85641,4.0,2.0,2338.0,https://www.zillow.com/homedetails/13623-E-Aviara-Pl-Vail-AZ-85641/67138453_zpid/,32.0027,-110.7053
143,300000,10914 W Saratoga Cir,Sun City,85351,3.0,2.0,1617.0,https://www.zillow.com/homedetails/10914-W-Saratoga-Cir-Sun-City-AZ-85351/7920168_zpid/,33.6061,-112.2797
144,15000000,6121 N Nauni Valley Dr,Paradise Valley,85253,4.0,5.0,6200.0,https://www.zillow.com/homedetails/6121-N-Nauni-Valley-Dr-Paradise-Valley-AZ-85253/157726267_zpid/,33.5494,-111.9565
145,205000,225 Paseo Montura,Rio Rico,85648,3.0,2.0,1273.0,https://www.zillow.com/homedetails/225-Paseo-Montura-Rio-Rico-AZ-85648/2069557303_zpid/,31.5084,-111.0757
146,345990,"Loon Plan, Lucero at Estrella",Goodyear,85338,4.0,2.0,1613.0,https://www.zillow.com/community/lucero-at-estrella/2081357879_zpid/,33.4368,-112.3834
147,235000,5953 E Grant Rd,Tucson,85712,2.0,2.0,1905.0,https://www.zillow.com/homedetails/5953-E-Grant-Rd-Tucson-AZ-85712/8454551_zpid/,32.25,-110.8869
148,225000,7801 N 44th Dr UNIT 1030,Glendale,85301,3.0,3.0,1386.0,https://www.zillow.com/homedetails/7801-N-44th-Dr-UNIT-1030-Glendale-AZ-85301/7724282_zpid/,33.5311,-112.1767
149,799900,1780 Coyote Rd,Prescott,86303,4.0,3.0,2748.0,https://www.zillow.com/homedetails/1780-Coyote-Rd-Prescott-AZ-86303/8739892_zpid/,34.4958,-112.3783
150,59000,27697 Santa Fe Ave,Bouse,85325,2.0,1.0,720.0,https://www.zillow.com/homedetails/27697-Santa-Fe-Ave-Bouse-AZ-85325/7455552_zpid/,33.9578,-114.0036
151,365000,703 E Holmes Ave,Mesa,85204,3.0,2.0,1616.0,https://www.zillow.com/homedetails/703-E-Holmes-Ave-Mesa-AZ-85204/7629182_zpid/,33.3992,-111.7896
152,735000,360 E Day Flower Dr,Oro Valley,85755,3.0,3.0,2336.0,https://www.zillow.com/homedetails/360-E-Day-Flower-Dr-Oro-Valley-AZ-85755/300513656_zpid/,32.4227,-110.9768
153,995000,2044 William Palmer,Flagstaff,86005,3.0,3.0,2685.0,https://www.zillow.com/homedetails/2044-William-Palmer-Flagstaff-AZ-86005/7368612_zpid/,35.1545,-111.6789
154,395000,1056 N Saguaro St,Chandler,85224,3.0,2.0,1587.0,https://www.zillow.com/homedetails/1056-N-Saguaro-St-Chandler-AZ-85224/8203278_zpid/,33.3301,-111.8632
155,675000,8309 E Vernon Ave,Scottsdale,85257,3.0,2.0,2000.0,https://www.zillow.com/homedetails/8309-E-Vernon-Ave-Scottsdale-AZ-85257/7580710_zpid/,33.4669,-111.9151
156,350000,6160 N Tower Ln,Prescott Valley,86314,3.0,2.0,1534.0,https://www.zillow.com/homedetails/6160-N-Tower-Ln-Prescott-Valley-AZ-86314/8732470_zpid/,34.6019,-112.3264
157,799000,163 W Briarwood Ter,Phoenix,85045,5.0,4.0,3300.0,https://www.zillow.com/homedetails/163-W-Briarwood-Ter-Phoenix-AZ-85045/8134995_zpid/,33.3022,-112.1226
158,325000,1223 E Grove St,Phoenix,85040,3.0,2.0,1331.0,https://www.zillow.com/homedetails/1223-E-Grove-St-Phoenix-AZ-85040/62726453_zpid/,33.4061,-112.0265
159,510000,9836 N 181st Ave,Waddell,85355,5.0,3.0,3115.0,https://www.zillow.com/homedetails/9836-N-181st-Ave-Waddell-AZ-85355/71625192_zpid/,33.5673,-112.4387
160,575000,3432 E Zion Way,Chandler,85249,3.0,2.0,2418.0,https://www.zillow.com/homedetails/3432-E-Zion-Way-Chandler-AZ-85249/94638223_zpid/,33.2414,-111.7745
161,214900,4087 Quail Ave,Show Low,85901,2.0,2.0,1198.0,https://www.zillow.com/homedetails/4087-Quail-Ave-Show-Low-AZ-85901/134019873_zpid/,34.2998,-110.0
162,330000,130 Castle Rock Rd UNIT 20,Sedona,86351,2.0,2.0,1010.0,https://www.zillow.com/homedetails/130-Castle-Rock-Rd-UNIT-20-Sedona-AZ-86351/8771638_zpid/,34.7784,-111.7851
163,346000,14311 N Sky Trl,Tucson,85755,2.0,2.0,1304.0,https://www.zillow.com/homedetails/14311-N-Sky-Trl-Tucson-AZ-85755/2069547924_zpid/,32.4227,-110.9768
164,369900,252 E Refuge Loop,Vail,85641,4.0,3.0,2400.0,https://www.zillow.com/homedetails/252-E-Refuge-Loop-Vail-AZ-85641/97393646_zpid/,32.0027,-110.7053
165,79900,16-123 N Star Vale Dr #A,Payson,85541,1.0,1.0,559.0,https://www.zillow.com/homedetails/16-123-N-Star-Vale-Dr-A-Payson-AZ-85541/2069542904_zpid/,34.2198,-111.2878
166,250000,1176 E Cougar St,Munds Park,86017,3.0,2.0,980.0,https://www.zillow.com/homedetails/1176-E-Cougar-St-Munds-Park-AZ-86017/7379668_zpid/,34.9412,-111.641
167,385000,4419 N 57th Ave,Phoenix,85031,5.0,5.0,2141.0,https://www.zillow.com/homedetails/4419-N-57th-Ave-Phoenix-AZ-85031/7712692_zpid/,33.4939,-112.1696
168,188500,704 S McLane Rd,Payson,85541,3.0,2.0,1336.0,https://www.zillow.com/homedetails/704-S-McLane-Rd-Payson-AZ-85541/7440298_zpid/,34.2198,-111.2878
169,349500,17206 N 34th St,Phoenix,85032,3.0,2.0,1259.0,https://www.zillow.com/homedetails/17206-N-34th-St-Phoenix-AZ-85032/7998400_zpid/,33.6238,-112.0044
170,369900,17596 S Green Willow Pl,Vail,85641,4.0,3.0,2298.0,https://www.zillow.com/homedetails/17596-S-Green-Willow-Pl-Vail-AZ-85641/71688051_zpid/,32.0027,-110.7053
171,1895000,3961 E Norcroft Cir,Mesa,85215,6.0,6.0,7499.0,https://www.zillow.com/homedetails/3961-E-Norcroft-Cir-Mesa-AZ-85215/37767514_zpid/,33.4707,-111.7188
172,315000,1018 E Ash St,Cottonwood,86326,3.0,2.0,1328.0,https://www.zillow.com/homedetails/1018-E-Ash-St-Cottonwood-AZ-86326/8776352_zpid/,34.7055,-112.0091
173,494900,7537 W Eugie Ave,Peoria,85381,4.0,3.0,2346.0,https://www.zillow.com/homedetails/7537-W-Eugie-Ave-Peoria-AZ-85381/52429754_zpid/,33.6048,-112.2237
174,375000,25802 S Brentwood Dr,Sun Lakes,85248,2.0,2.0,1545.0,https://www.zillow.com/homedetails/25802-S-Brentwood-Dr-Sun-Lakes-AZ-85248/8218193_zpid/,33.2509,-111.8593
175,395000,844 E Rosebud Dr,San Tan Valley,85143,5.0,3.0,2639.0,https://www.zillow.com/homedetails/844-E-Rosebud-Dr-San-Tan-Valley-AZ-85143/67396826_zpid/,33.1911,-111.528
176,389900,67 Wagon Wheel Ln,Sonoita,85637,7.0,4.0,4000.0,https://www.zillow.com/homedetails/67-Wagon-Wheel-Ln-Sonoita-AZ-85637/8716833_zpid/,31.6731,-110.6188
177,445000,3516 N Creston,Mesa,85213,3.0,2.0,1700.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Arboleda/3516-N-Creston/107293784.html,33.4367,-111.7731
178,650000,8939 W CAMINO DE ORO --,Peoria,85383,3.0,2.0,2942.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Peoria/Westwing-Mountain/8939-W-CAMINO-DE-ORO-/109759336.html,33.7169,-112.238
179,363930,2580 Climbing Rock Lane,Bullhead City,86442,2.0,3.0,1715.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Bullhead-City/2580-Climbing-Rock-Lane/109752153.html,35.106,-114.5947
180,660000,448 W LARONA Lane,Tempe,85284,5.0,4.0,3458.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Tempe/Warner-Ranch/448-W-LARONA-Lane/109756743.html,33.3363,-111.9197
181,699000,11279 S SANTA MARGARITA Lane,Goodyear,85338,4.0,4.0,2759.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Goodyear/Estrella/11279-S-SANTA-MARGARITA-Lane/109756794.html,33.4368,-112.3834
182,217000,No address available,Youngtown,85363,2.0,2.0,1580.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Youngtown/No-address-available/109759131.html,33.5908,-112.3013
183,1995000,8345 N VIA LINDA --,Scottsdale,85258,5.0,4.0,3460.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/McCormick-Ranch/8345-N-VIA-LINDA-/109759149.html,33.5647,-111.8931
184,375000,9048 E Chickamauga Street,Tucson,85710,4.0,2.0,2253.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/Harrison-East-South/9048-E-Chickamauga-Street/109707813.html,32.2138,-110.824
185,315000,11796 N Mineral Park Way,Oro Valley,85737,2.0,3.0,1602.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Pima-County/Oro-Valley/Monterra/11796-N-Mineral-Park-Way/109776884.html,32.4142,-110.9466
186,529737,2552 Climbing Rock Lane,Bullhead City,86442,3.0,4.0,2800.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Bullhead-City/2552-Climbing-Rock-Lane/109752127.html,35.106,-114.5947
187,699999,5763 W Michigan Street,Tucson Estates,85735,3.0,3.0,2236.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson-Estates/5763-W-Michigan-Street/109213387.html,32.093,-111.3472
188,390000,23768 W DESERT BLOOM Street,Buckeye,85326,3.0,3.0,2154.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Buckeye/Sundance/23768-W-DESERT-BLOOM-Street/109756777.html,33.3703,-112.5838
189,355000,821 Reta St,Clarkdale,86324,3.0,2.0,1400.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Yavapai-County/821-Reta-St/109774957.html,34.7711,-112.0579
190,715450,8740 Country Club Drive ,Pinetop Country Club,85935,3.0,2.5,2506.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Pinetop-Country-Club/8740-Country-Club-Drive-/109727304.html,34.1175,-109.9197
191,450000,5075 W CORTEZ Street,Glendale,85304,3.0,3.0,2100.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Glendale/Chaparral-Ranch/5075-W-CORTEZ-Street/109759228.html,33.5943,-112.1746
192,499000,1850 W GLENHAVEN Drive,Phoenix,85045,3.0,2.0,1741.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Ahwatukee-Foothills/1850-W-GLENHAVEN-Drive/109756802.html,33.3022,-112.1226
193,265000,7110 W Veda Lane,Wilhoit,86332,3.0,2.0,1457.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Wilhoit/7110-W-Veda-Lane/109774099.html,34.4541,-112.8966
194,230000,12443 N RIVIERA Drive,Sun City,85351,2.0,1.0,1120.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa-County/Sun-City/12443-N-RIVIERA-Drive/109759134.html,33.6061,-112.2797
195,699990,13515 W MEDLOCK Drive,Litchfield Park,85340,5.0,5.0,4592.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Litchfield-Park/13515-W-MEDLOCK-Drive/109756695.html,33.5098,-112.4135
196,400000,1121 E Desert Holly Dr,San Tan Valley,85143,4.0,3.0,2336.0,https://www.point2homes.com/US/Home-For-Sale/AZ/San-Tan-Valley/1121-E-Desert-Holly-Dr/107348424.html,33.1911,-111.528
197,729900,13434 N CANTERBURY Drive,Phoenix,85023,3.0,2.0,2100.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/North-Mountain-Village/13434-N-CANTERBURY-Drive/109756928.html,33.6324,-112.1118
198,299000,2010 N 24TH Street,Phoenix,85006,4.0,1.0,952.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Encanto-Village/2010-N-24TH-Street/109756815.html,33.465,-112.0474
199,699900,4080 S MINGUS Drive,Chandler,85249,3.0,2.0,2363.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Chandler/Sun-Groves/4080-S-MINGUS-Drive/109759352.html,33.2414,-111.7745
200,765999,3000 W Sahuaro Divide,Tortolita,85742,4.0,2.0,2098.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Baja-Arizona/Tortolita/3000-W-Sahuaro-Divide/109776877.html,32.4076,-111.065
201,719000,11433 N 43RD Street,Phoenix,85028,3.0,2.0,2141.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Paradise-Valley-Village/11433-N-43RD-Street/109759231.html,33.5851,-112.0087
202,588000,2726 E Sourwood Drive,Gilbert,85298,4.0,2.0,2109.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Gilbert/Freeman-Farms/2726-E-Sourwood-Drive/109759168.html,33.2522,-111.7022
203,492000,95 S Corral Circle,Cottonwood,86326,3.0,2.0,2149.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Yavapai-County/Cottonwood/95-S-Corral-Circle/105251806.html,34.7055,-112.0091
204,50000,2108 Del Rey Drive,Bullhead City,86442,1.0,1.0,420.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Bullhead-City/2108-Del-Rey-Drive/109752124.html,35.106,-114.5947
205,320000,1717 E Lindrick Drive,Chandler,85249,2.0,2.0,1017.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Chandler/Springfield/1717-E-Lindrick-Drive/109756907.html,33.2414,-111.7745
206,550000,855 W HEATHER Avenue,Gilbert,85233,3.0,2.0,2422.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Gilbert/El-Dorado-Lakes/855-W-HEATHER-Avenue/109757014.html,33.3354,-111.8153
207,495000,18468 W WESTERN STAR Boulevard,Goodyear,85338,3.0,2.0,1973.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Goodyear/Estrella/18468-W-WESTERN-STAR-Boulevard/109756970.html,33.4368,-112.3834
208,679900,7030 E Potawatami Drive,Catalina Foothills,85715,5.0,3.0,2902.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Baja-Arizona/Coronado/7030-E-Potawatami-Drive/107369874.html,32.2519,-110.82
209,849900,17509 E CHESTNUT Drive,Queen Creek,85142,5.0,4.0,2710.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Queen-Creek/Chandler-Heights/17509-E-CHESTNUT-Drive/109759339.html,33.2487,-111.6343
210,374900,1450 W Wagon Wheel Rd,Cottonwood,86326,2.0,2.0,1278.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Yavapai-County/Cottonwood/1450-W-Wagon-Wheel-Rd/109774961.html,34.7055,-112.0091
211,400000,11213 E Quarry Avenue,Mesa,85212,3.0,2.0,1509.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Mountain-Heights/11213-E-Quarry-Avenue/109759226.html,33.3425,-111.6353
212,660000,1320 W LISA Lane,Tempe,85284,5.0,3.0,3075.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Tempe/Warner-Ranch/1320-W-LISA-Lane/109756788.html,33.3363,-111.9197
213,820000,31507 N 47TH Terrace,Cave Creek,85331,4.0,4.0,3114.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Cave-Creek/31507-N-47TH-Terrace/109756889.html,33.8851,-111.9349
214,850000,2519 N 29TH Street,Phoenix,85008,4.0,3.0,2547.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa-County/Phoenix/Camelback-East/2519-N-29TH-Street/109756550.html,33.4665,-111.9984
215,349950,29072 N YELLOW BEE Drive,San Tan Valley,85143,4.0,2.0,1790.0,https://www.point2homes.com/US/Home-For-Sale/AZ/San-Tan-Valley/29072-N-YELLOW-BEE-Drive/109759310.html,33.1911,-111.528
216,360000,9914 W OAK RIDGE Drive,Sun City,85351,3.0,2.0,1465.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa-County/Sun-City/9914-W-OAK-RIDGE-Drive/109756587.html,33.6061,-112.2797
217,565000,16984 W WINDSOR Avenue,Goodyear,85395,2.0,3.0,2036.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Goodyear/Pebblecreek/16984-W-WINDSOR-Avenue/109756818.html,33.479,-112.3947
218,359900,1952 W BUSONI Place,Phoenix,85023,2.0,3.0,1520.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Deer-Valley-Village/1952-W-BUSONI-Place/109759136.html,33.6324,-112.1118
219,549900,17304 E TEJON Drive,Fountain Hills,85268,3.0,2.0,1603.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Fountain-Hills/Diamante-del-Lago/17304-E-TEJON-Drive/109756861.html,33.6085,-111.7237
220,400000,17437 N White Tank Vista,Surprise,85374,2.0,2.0,1800.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Surprise/Arizona-Traditions/17437-N-White-Tank-Vista/109756732.html,33.63,-112.3314
221,389000,3832 W EVA Street,Phoenix,85051,3.0,2.0,1797.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/North-Mountain-Village/3832-W-EVA-Street/109757057.html,33.5591,-112.1332
222,395000,739 N VALENCIA Place,Chandler,85226,3.0,2.0,1381.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Chandler/Twelve-Oaks/739-N-VALENCIA-Place/109756842.html,33.3092,-111.9198
223,435000,11394 S 175TH Drive,Goodyear,85338,2.0,3.0,1721.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Goodyear/Estrella-Mountain-Ranch/11394-S-175TH-Drive/109756886.html,33.4368,-112.3834
224,345000,1776 E DESERT ROSE Trail,San Tan Valley,85143,3.0,3.0,2281.0,https://www.point2homes.com/US/Home-For-Sale/AZ/San-Tan-Valley/1776-E-DESERT-ROSE-Trail/109756876.html,33.1911,-111.528
225,747000,2549 W Shadow Valley Ranch Road,Prescott,86305,3.0,3.0,2570.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-CCD/Greater-Prescott/2549-W-Shadow-Valley-Ranch-Road/109774098.html,34.8185,-112.9584
226,380000,12742 N Quinoa Drive,Marana,85653,4.0,2.0,2584.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Marana-CCD/12742-N-Quinoa-Drive/109510427.html,32.4047,-111.2736
227,259900,6229 S Saddle Lane,Hereford,85615,3.0,2.0,1713.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Hereford/6229-S-Saddle-Lane/109756864.html,31.4035,-110.2047
228,225000,1024 N Mountain Brush Drive 333,Prescott Valley,86327,1.0,2.0,919.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-Valley/1024-N-Mountain-Brush-Drive/109756952.html,34.5368,-112.2567
229,273000,6330 E Butte Street,Mesa,85205,2.0,1.0,1366.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Alta-Mesa/6330-E-Butte-Street/109756684.html,33.4368,-111.7129
230,494156,5936 N 189TH Glen,Litchfield Park,85340,3.0,2.0,2037.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Litchfield-Park/5936-N-189TH-Glen/109756744.html,33.5098,-112.4135
231,539000,329 E Painted Pottery Place,Oro Valley,85755,3.0,2.0,2621.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Oro-Valley/Rancho-Vistoso/329-E-Painted-Pottery-Place/109571467.html,32.4227,-110.9768
232,475000,4750 N Meixner Road,Prescott Valley,86314,5.0,2.0,1821.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-Valley/4750-N-Meixner-Road/109774103.html,34.6019,-112.3264
233,300000,390 Tumamoc Dr,Lake Havasu City,86403,3.0,2.0,1192.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Lake-Havasu-City/390-Tumamoc-Dr/109769084.html,34.4814,-114.3483
234,474900,1137 W Peaceful Meadow Path,Sahuarita,85629,3.0,3.0,2517.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Sahuarita/1137-W-Peaceful-Meadow-Path/109776892.html,31.9452,-111.0002
235,560000,566 W MONTE Avenue,Mesa,85210,3.0,2.0,2136.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Rancho-del-Mar/566-W-MONTE-Avenue/109757031.html,33.3887,-111.8428
236,499900,791 Churchill Bay,Lake Havasu City,86406,3.0,2.0,1336.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Lake-Havasu-City/791-Churchill-Bay/109769089.html,34.4228,-114.125
237,399900,20001 N 76TH Avenue,Glendale,85308,3.0,2.0,1220.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Glendale/Arrowhead-Ranch/20001-N-76TH-Avenue/109757064.html,33.6539,-112.1694
238,539000,15022 S 47TH Way,Phoenix,85044,4.0,2.0,1846.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Ahwatukee-Foothills/15022-S-47TH-Way/109757065.html,33.3291,-111.9943
239,449500,1405 E Orange Street,Tempe,85281,3.0,2.0,1522.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Tempe/Hughes-Acres/1405-E-Orange-Street/109756599.html,33.4227,-111.9261
240,360000,8620 S 254th Dr,Buckeye,85326,4.0,3.0,2235.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Buckeye/Sunset-Point/8620-S-254th-Dr/109772282.html,33.3703,-112.5838
241,378000,9901 W SHIPROCK Drive,Sun City,85351,3.0,2.0,1699.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa-County/Sun-City/9901-W-SHIPROCK-Drive/109759191.html,33.6061,-112.2797
242,145000,2640 E Snavely Avenue,Kingman,86409,2.0,2.0,1344.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Kingman/2640-E-Snavely-Avenue/109752150.html,35.2633,-114.0223
243,419900,2684 Bluewater Dr,Lake Havasu City,86403,3.0,3.0,1658.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Lake-Havasu-City/2684-Bluewater-Dr/109769088.html,34.4814,-114.3483
244,350000,4580 W Federal Way,Queen Creek,85142,3.0,2.0,1590.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Queen-Creek/4580-W-Federal-Way/109756863.html,33.2487,-111.6343
245,357000,11533 W COTTONWOOD Lane,Avondale,85392,3.0,2.0,1632.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Avondale/Garden-Lakes/11533-W-COTTONWOOD-Lane/109756779.html,33.4777,-112.3093
246,449825,2548 Climbing Rock Lane,Bullhead City,86442,2.0,3.0,1903.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Bullhead-City/2548-Climbing-Rock-Lane/109752165.html,35.106,-114.5947
247,299000,5957 S Avenida Barranca Seca,Tucson,85706,4.0,3.0,2213.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/Cherry-Avenue/5957-S-Avenida-Barranca-Seca/109776895.html,32.1392,-110.9451
248,1825000,3837 E HEATHERBRAE Drive,Phoenix,85018,4.0,5.0,3078.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/East-Pheonix/3837-E-HEATHERBRAE-Drive/109756930.html,33.4958,-111.9883
249,559900,4647 E MICHELLE Drive,Phoenix,85032,4.0,3.0,2013.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Paradise-Valley-Village/4647-E-MICHELLE-Drive/109756657.html,33.6238,-112.0044
250,425000,1012 N Stirrup High Drive,Prescott Valley,86327,3.0,2.0,1660.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-Valley/1012-N-Stirrup-High-Drive/109774102.html,34.5368,-112.2567
251,445000,8141 W SANDS Road,Glendale,85303,4.0,2.0,2012.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Glendale/Skyview-West/8141-W-SANDS-Road/109756749.html,33.5262,-112.2149
252,382200,8545 W HUGHES Drive,Tolleson,85353,3.0,2.0,2207.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Tolleson/8545-W-HUGHES-Drive/109756994.html,33.4347,-112.2774
253,358000,22332 N. Arrellaga Drive ,Sun City West,85375,2.0,2.0,1378.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Sun-City-West/22332-N-Arrellaga-Drive-/109727416.html,33.6856,-112.3659
254,450000,18821 E SWAN Drive,Queen Creek,85142,5.0,3.0,2109.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Queen-Creek/Cortina/18821-E-SWAN-Drive/109756873.html,33.2487,-111.6343
255,417000,3413 S 90TH Avenue,Tolleson,85353,4.0,3.0,3125.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Tolleson/3413-S-90TH-Avenue/109757052.html,33.4347,-112.2774
256,640000,7405 Esplin Way,Flagstaff,86004,3.0,2.0,1911.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Doney-Park/7405-Esplin-Way/109773027.html,35.2257,-111.5741
257,311990,811 S SILVERCREEK Court,Casa Grande,85122,3.0,2.0,1375.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Casa-Grande/811-S-SILVERCREEK-Court/109756669.html,32.8905,-111.754
258,129900,530 Wilshire Avenue,Kingman,86409,2.0,2.0,1060.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Kingman/530-Wilshire-Avenue/109752144.html,35.2633,-114.0223
259,450000,616 N Magdalena Street,Prescott Valley,86327,3.0,2.0,1912.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-Valley/616-N-Magdalena-Street/109774106.html,34.5368,-112.2567
260,329185,4643 W CINNAMON Avenue,Coolidge,85128,4.0,2.0,1790.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Coolidge/4643-W-CINNAMON-Avenue/109756651.html,32.9574,-111.5344
261,385000,40029 N PANTHER CREEK Court,Anthem,85086,3.0,2.0,1135.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/40029-N-PANTHER-CREEK-Court/109759300.html,33.8155,-112.1202
262,424900,161 N SANDAL --,Mesa,85205,4.0,3.0,2414.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Alta-Mesa/161-N-SANDAL-/109759193.html,33.4368,-111.7129
263,1100000,8105 S Comstock Mine Road,Prescott,86303,3.0,3.0,4800.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-CCD/Greater-Prescott/8105-S-Comstock-Mine-Road/109774114.html,34.4958,-112.3783
264,1600000,21600 S CRISMON Road,Queen Creek,85142,3.0,2.0,2135.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Queen-Creek/Queenland-Manor/21600-S-CRISMON-Road/109756688.html,33.2487,-111.6343
265,395000,11263 E QUADE Circle,Mesa,85212,3.0,2.0,1509.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Mountain-Heights/11263-E-QUADE-Circle/109756846.html,33.3425,-111.6353
266,489900,18519 N 20Th Place,Phoenix,85022,4.0,3.0,1910.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Paradise-Valley-Village/18519-N-20Th-Place/109756977.html,33.6315,-112.052
267,498500,4342 E Desert Oak Trail,Catalina Foothills,85718,3.0,3.0,2365.0,https://www.point2homes.com/US/Home-For-Sale/AZ/Baja-Arizona/Coronado/4342-E-Desert-Oak-Trail/108772036.html,32.3112,-110.9179
